instruction,input,output
Detect the sentiment of the tweet.,Whoever invests heavy this year in crypto( into the right coins) is going to be rich as fuck next year. #crypto #bitcoin #zec #bat $xmr $ltc,Positive
Detect the sentiment of the tweet.,"@SKYFchain 
Register now before its too late, avail the 30% off
#skyfchain #Crowdsale #Bitcoin #Blockchain",Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@vianry Bitcoin?,Neutral
Detect the sentiment of the tweet.,"@yahaya_aminu Good currency ditcoin Bitcoin is 1 year $1,000 crores now live rate $3 invest now ditcoin better future",Positive
Detect the sentiment of the tweet.,@USATODAY Fortunately we’ve got Bitcoin,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is $8418.82 #Bitcoin #Bithound,Neutral
Detect the sentiment of the tweet.,"Bitcoin Cash BCH Current Price:
$970,839
1 Hour: -0.34 % | 24 Hours: -7.55 % | 7 Days: 5.32 %
#bch #bitcoin cash",Neutral
Detect the sentiment of the tweet.,"""You can't steal the Bitcoin brand. It's a permissionless world."" @VinnyLingham",Neutral
Detect the sentiment of the tweet.,Coinbase Is In Talks to Buy One of Bitcoin's Best Funded Startups - CoinDesk -,Positive
Detect the sentiment of the tweet.,"Bitcoin is dead, crypto tweeter are fake and you are all going to be rekt. Enjoy !",Negative
Detect the sentiment of the tweet.,"#Bitcoin #VisionOfSatoshi conference “while I don’t know what the right block size is, capping it @ 1mb is silly” @VinnyLingham",Negative
Detect the sentiment of the tweet.,"@Bitcoin Good luck 👍.
Lot of investesrs are thinking Bit will go to 2000$ for sure end of December .can any one can advise the thoughts ?",Positive
Detect the sentiment of the tweet.,"mEarn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,At @BrisbaneAirport - no one accepts Bitcoin. #FakeNews,Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8435.82 / 6846.933€
1 bitcoin-cash = $971.063 / 788.163€
1 ethereum = $516.793 / 419.455€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"$BTC 💵 price: $8435.82 1.00000BTC 
1h: -0.44% 🔻 
1d: -6.73% 🔻 
7d: +2.83% 📈 
👾 #Bitcoin 24h volume: $5,511,710,000",Neutral
Detect the sentiment of the tweet.,BB-8 is a bitcoin farmer,Neutral
Detect the sentiment of the tweet.,M0mchil's external bitcoin miner idea has solved a lot of housekeeping data required. It will keep nagging the CPU!,Neutral
Detect the sentiment of the tweet.,"any1 knows anything about bitcoin?,i receive emails from them daily asking me 2 join",Neutral
Detect the sentiment of the tweet.,@d_crypto0 @Yorkyor30444439 @TheCryptoDog I mean... 6 million bitcoin... lmao don’t worry I know that’s fake af,Negative
Detect the sentiment of the tweet.,"If you let me order coffee after dinner you’re fired. 

#bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@zebpay Tcc ( the champ coin) time  ka bitcoin hoga,Neutral
Detect the sentiment of the tweet.,#cryptocurrencies #crypto #bitcoin No trades today just HODL for Correction,Neutral
Detect the sentiment of the tweet.,"The current value of BTC at 15:24:07 on 23/03/2018 (AEST) is $10,870.00 AUD.
#bitcoin #australia",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@SanjayP33580371 I support bitcoin and regulate it.,Neutral
Detect the sentiment of the tweet.,"@nikzh @vermorel The one who bet against technology usually is a loser. :)

#bitcoicash is #bitcoin and will scale to the world",Positive
Detect the sentiment of the tweet.,Lol just got offered a scam job from a “bitcoin” company. Come on lads try harder,Positive
Detect the sentiment of the tweet.,"Fri Mar 23 06:25:21 2018 (28:56)
USD : 8379.34
Wght: 0.42
Blk#: 514765
Size: 1090.2 KB
TXs:  2420
Pool: 330 (0.5 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,“There is a lot of headroom to go!” -@VinnyLingham on Bitcoin Cash. “Will get a lot of traction in the payment space.”,Neutral
Detect the sentiment of the tweet.,My PayPal and my bitcoin wallet are both jumpin like Jordan let’s keep this shit stackin,Negative
Detect the sentiment of the tweet.,Our #bitcoin atm at #Chinatown is now back online.  Do drop by and feel free to come in to say hi.  #bitcoinsingapore,Positive
Detect the sentiment of the tweet.,"@liluzifresh26 Sure they can, for example, I am Positive Bitcoin will end it's Negative spiral downwards.",Positive
Detect the sentiment of the tweet.,@Cryptopia_NZ @ColossusCoinXT Please add Bitcoin Privat...,Neutral
Detect the sentiment of the tweet.,New #bitcoin block 00000000000000000038933efa99946d8e7e25e8c5340a25782d0e3663232353 mined at height 514765.,Positive
Detect the sentiment of the tweet.,"paperapapera1973@gmail.com Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"1e1015d2f6bd97e430f5a44e44d315f895ff06e1844ed426707a7c36a082be94/1
says: Moving Mbit!
#opreturn #bitcoin",Neutral
Detect the sentiment of the tweet.,I just won free 20 satoshi from GalaxyBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,Positive
Detect the sentiment of the tweet.,I just won free 10 satoshi from PlayBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,Positive
Detect the sentiment of the tweet.,Unbanked around the world — #UnbankedX system will help them all effortlessly #ICO #DOCHECKITOUT #BITCOIN #BLOCKCHAIN,Neutral
Detect the sentiment of the tweet.,@cz_binance Please add Bitcoin Privat...,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Tomorrow would be a great day for Bitcoin to tank.,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"#Bitcoin price failed to break past the $9,000 level after news of a potential shutdown of #Binance in Japan broke out.",Negative
Detect the sentiment of the tweet.,@brs_ogz Buy bitcoin,Neutral
Detect the sentiment of the tweet.,"Bitcoin:$8423.74
Ethereum:$516.024
Bitcoin Cash:$969.07
Litecoin:$158.534
Ripple:$0.632696
IOTA:$1.27537",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8422.59 / 6836.195€
1 bitcoin-cash = $969.07 / 786.545€
1 ethereum = $515.719 / 418.583€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,One Bitcoin now worth $8381.97@bitstamp. High $9046.180. Low $8342.000. Market Cap $141.942 Billion #bitcoin,Positive
Detect the sentiment of the tweet.,"Eventually, banks will welcome Bitcoin, just like telcos found a way to make a dime on the Internet.",Positive
Detect the sentiment of the tweet.,#ADA Price is 0.00002252 (-0.00000020) #BTC / 0.189038 (-0.00175) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#EOS Price is 0.00077749 (-0.00000575) #BTC / 6.52578 (-0.07241) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#SUB Price is 0.00004583 (-0.00000014) #BTC / 0.384062 (-0.00196) #USD. Market rank is 116. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#XEM Price is 0.00003290 (-0.00000016) #BTC / 0.275727 (-0.00183) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#DASH Price is 0.0474443 (-0.00018450) #BTC / 397.633 (-2.29000) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,@cz_binance CZ can you please add BItcoin Private. It adds exatly THE feutures that are missing in Bitcoin,Negative
Detect the sentiment of the tweet.,"Hello humans, #Bitcoin is currently around $8422.59 as of Fri Mar 23 00:31:09 CDT 2018",Neutral
Detect the sentiment of the tweet.,@yahaya_aminu Very very exclusive currency the   ditcoin future Bitcoin very soon now buy ditcoin $3,Positive
Detect the sentiment of the tweet.,Bitcoin value: $8396.8,Neutral
Detect the sentiment of the tweet.,"""The idea that Bitcoin Cash doesn't have competent developers is a BS narrative."" - @VinnyLingham at @Satoshis_Vision",Positive
Detect the sentiment of the tweet.,"@CrypConsigliere So non-volatile but will outperform Bitcoin, where will the returns come from if there's no risk?",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@CollectiveEvol Bitcoin.,Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8412.06 #Bitcoin #Bithound,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,",Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@jakeseelye @Socal_crypto It's about that time. Time to decide whether to place that 3rd bid or sleep on it. Just another day in bitcoin.,Neutral
Detect the sentiment of the tweet.,@lucx946 @Castle_CSTL @bitcoinprivate There is CSTL in Bitcoin private logo. And then there are Castle like design on the btcp logo.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Thanks @ryanxcharles &amp; @VinnyLingham for your insights on both sides of the #Bitcoin debate @Satoshis_Vision 🌏✌️🤙,Positive
Detect the sentiment of the tweet.,@zebpay THE CHAMPCOIN  HAS POTENTIAL TO BE NEXT BITCOIN AS ITS TECHNOLOGY IS ADVANCE AND HAVING BIG COMMUNITY,Neutral
Detect the sentiment of the tweet.,@Free_Ross And the beginning stages of their plan to defeat bitcoin!,Neutral
Detect the sentiment of the tweet.,Assuming Bitcoin needs use cases to become ' a thing' is silly. It just needs enough rich people and banks to think it's good for them.,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@cryptostardust @afrobeng is bitcoin an ERC20 token sir? 😂 😂 😂,Neutral
Detect the sentiment of the tweet.,"BTC,ETH,ETC,LTC,BCH,MONA
Someone may do it, so please send it　
#Bitcoin #VirtualCurrency",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8421.7 / 6835.472€
1 bitcoin-cash = $969.943 / 787.254€
1 ethereum = $515.703 / 418.57€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,EWangBiCoin ( $EWC ) will be listed on CoinExchange #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"""Lost coins only make everyone else's coins worth slightly more. Think of it as a donation to everyone."" - Satoshi Nakamoto #bitcoin #quote",Positive
Detect the sentiment of the tweet.,".Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@creepy_von_evil ...I take payment in cash or bitcoin.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin good
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,We need Bitcoin to stay over $8300. Im already starting to see the vacuum on alts that have risen over this last week.,Negative
Detect the sentiment of the tweet.,@zmanbrianzane You're investing in Bitcoin?,Neutral
Detect the sentiment of the tweet.,"So fucking sick of this market.

#cryptocurrency #crypto #BTC #bitcoin",Negative
Detect the sentiment of the tweet.,@youre_the_goat I’d have pulled out of bitcoin earlier,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@FlyGuyInTheSky Bitcoin Stinks,Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@zebpay TCC is Next BITCOIN of India.... The Champcoin is best cryptocruncy,Positive
Detect the sentiment of the tweet.,"0,00001293 Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@AandGShow PLEASE!!! Can we just talk about bitcoin or something...pleeeaaassse?,Neutral
Detect the sentiment of the tweet.,"Optimal tx fee: 5 satoshi per byte. 
BTC : $8389 / €6801 / £5943 @ Block 514765. 
Market Cap: 143.22B USD. #Bitcoin #Market",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@pierre_rochard what can you buy with bitcoin?,Neutral
Detect the sentiment of the tweet.,"@rogerkver @Falkvinge Rick Falkvinge is the man. Watched him on YouTube, next day bought Bitcoin Cash.",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"BTC-STEEM AskRate: 0.00024274 #Bittrex  #STEEM $STEEM #STEEM #altcoin #altcoins #bitcoin
 ♥ FOLLOW for PROFIT",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8440.42 / 6850.666€
1 bitcoin-cash = $970.377 / 787.606€
1 ethereum = $518.991 / 421.239€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Lottery in Bitcoin! ?
Prize money and can be purchased from all over the world in the Bitcoin that can be received in any country ! !
bitcoi",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8398.47,Neutral
Detect the sentiment of the tweet.,@sprenten @jucoplayerinfo Oh hi. Ok. Ill send you bitcoin.,Negative
Detect the sentiment of the tweet.,"BITCOIN FACTS: On the first 5 years of #Bitcoin existence, it grew from $0 to $1,000",Positive
Detect the sentiment of the tweet.,@CarpeNoctom and I dont even know if that guy knows what bitcoin is,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
